Name,Movie_url,Poster_url,Year,Category,Run_Time,Rating,Storyline,Index
Night and Fog,https://www.imdb.com/title/tt0048434/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZGFjOTM5YTYtZGFmYi00YjNmLTljM2QtZWYxZDVhN2EyODFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR4,0,140,209_AL_.jpg",1956,"Documentary, Short, History            ",32 min,8.6,The history of Nazi Germany's death camps of the Final Solution and the hellish world of dehumanization and death contained inside.,56
A Dog's Will,https://www.imdb.com/title/tt0271383/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjMzMDA4ODktMTg5OS00NjQwLWI1MDgtMDZhODU2Yzg2MDQwXkEyXkFqcGdeQXVyNDEyNjEzOTg@._V1_UY209_CR4,0,140,209_AL_.jpg",2000,"Comedy, Drama, Fantasy            ",104 min,8.6,Follows the lives of 2 poor Brazilians and their schemes to get money and the consequences of their actions.,57
Concert for George,https://www.imdb.com/title/tt0380275/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZGJiNDE2MWUtMDA3MS00ZjFkLTllY2ItMzQ2YTYxNTJhNjJiXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR6,0,140,209_AL_.jpg",2003,"Documentary, Music            ",146 min,8.6,"George Harrison's friends, family, and bandmates unite for a tribute concert on the one-year anniversary of his death.",58
Alone in the Wilderness,https://www.imdb.com/title/tt0437806/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTgzMzQ0ODcyOV5BMl5BanBnXkFtZTcwNzIwMjU1MQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",2004,Documentary            ,57 min,8.6,"In 1968, one man films his attempt to build a cabin and live in the Alaskan wilderness. He goes weeks or months at a time without human contact.",59
Never Sleep Again: The Elm Street Legacy,https://www.imdb.com/title/tt1510985/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTQwODk0NTUtMzJjNC00NDM0LTk4NGUtOTAxMWJlNmM4ODQ4XkEyXkFqcGdeQXVyMTU0NTE4MTkz._V1_UX140_CR0,0,140,209_AL_.jpg",2010,"Documentary, Horror            ",239 min,8.6,"Explore the origins of ""dream demon"" Freddy Krueger in this award-winning documentary that takes you behind the scenes of the most frightening and imaginative horror franchise in motion picture history!",60
Tom Petty and the Heartbreakers: Runnin' Down a Dream,https://www.imdb.com/title/tt0965382/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTkxMTkzNzA0Nl5BMl5BanBnXkFtZTcwMTQwMTU1MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",2007,"Documentary, Music            ",259 min,8.6,"""Runnin' Down A Dream,"" a film directed by cinema legend Peter Bogdanovich, is the story of one of America's great rock and roll bands told as never before.",61
Pink Floyd: Live at Pompeii,https://www.imdb.com/title/tt0069090/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzM3MzM5YjgtYzc4OC00YTk1LWI0NTMtMWUzMWRhYzY0YjNkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY209_CR0,0,140,209_AL_.jpg",1972,"Documentary, Music            ",92 min,8.6,"Live versions of the songs, filmed in an old Pompeii amphitheater. Songs included are Echoes (split into 2 parts), Careful with that axe, Eugene, A saucerful of secrets, One of those days, ...                See full summary »",62
Human,https://www.imdb.com/title/tt3327994/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNGU3ZDA4ODMtNTY0NC00ODgzLWE0NDktYTVjMTljODNjMmQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",2015,Documentary            ,263 min,8.6,"A collection of stories about and images of our world, offering an immersion to the core of what it means to be human.",63
Duck Amuck,https://www.imdb.com/title/tt0045708/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmZhNGExOTktNDgzOC00OWJjLWE2NjMtYTNmZmQ3MWM0MzA3XkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_UX140_CR0,0,140,209_AL_.jpg",1953,"Animation, Short, Comedy            ",7 min,8.6,"The short-tempered Daffy Duck must improvise madly as the backgrounds, his costumes, the soundtrack, even his physical form, shifts and changes at the whim of the animator.",64
Samurai Jack: The Premiere Movie,https://www.imdb.com/title/tt4176340/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWUzMzA3M2MtNjc0ZS00Y2EyLTgxZDEtMzhkZjY2NzhmZjhjXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",2001,"Animation, Action, Adventure            ",90 min,8.6,"In ancient Japan, a samurai warrior embarks on a mission to defeat the evil wizard Aku. Before completing his task, he is jettisoned thousands of years into the future. Suddenly, he ...                See full summary »",65
Heart of a Dog,https://www.imdb.com/title/tt0096126/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTFlOGI0MGUtNmE1YS00YTRkLWE2MmUtYzA4ZWIwM2M0MDA2XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UY209_CR3,0,140,209_AL_.jpg",1988,"Comedy, Drama, Sci-Fi            ",136 min,8.6,"In the wake of the Russian revolution, Professor Preobrazhensky rescues a starving dog from the gutter, and attempts to transform him into a man. Based on Mikhail Bulgakov's novel of the same name.",66
The Counterfeit Coin,https://www.imdb.com/title/tt0122565/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzYzNzA4OWItN2MyNS00NGYzLTlkNTQtMjNjMWMxNjAyOWZiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",1955,"Drama, Romance            ",127 min,8.6,"Pivoting around a shiny counterfeit gold sovereign freshly milled from the clandestine workshop of an otherwise honest goldsmith, four brief vignettes of human imperfection; seduction; fate; desire, and devotion inextricably interweave.",67
Hillsborough,https://www.imdb.com/title/tt5698100/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzI0YmMyZjMtN2ZjMi00NDAzLTg3YjgtYzhhOTkwNGYxZDFiXkEyXkFqcGdeQXVyNTM0MjA4NjQ@._V1_UY209_CR116,0,140,209_AL_.jpg",2016,Documentary            ,121 min,8.6,"Hillsborough is an in-depth, moving account of Britain's worst sporting disaster, in which 96 men, women and children were killed, hundreds injured and thousands traumatised. Beginning with...                See full summary »",68
The Jimi Hendrix Experience: Live at Monterey,https://www.imdb.com/title/tt1569514/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzJmNDU2NjUtZThkYi00MTA2LTk0NjgtMjUxMzZmZGI1YTQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk5ODI2MjQ@._V1_UY209_CR84,0,140,209_AL_.jpg",2008,Music            ,116 min,8.6,The definitive video presentation of Jimi Hendrix's unforgettable Monterey Pop Festival performance.,69
 Mushi-Shi,https://www.imdb.com/title/tt3539986/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWMwNmQ5MjMtMDZjYi00YzNiLTk3MDUtY2Q4YzYzN2NlNWI2XkEyXkFqcGdeQXVyNDk4NDEzNzk@._V1_UY209_CR3,0,140,209_AL_.jpg",2005–2014,"Animation, Drama, Fantasy            ",44 min,8.6,A strange shadow forms blocking the sun from a village following a solar eclipse. Ginko enlists the help of the villagers to solve the mystery of the shadow before it destroys their crops.,70
 Mushi-Shi: Next Passage,https://www.imdb.com/title/tt5575408/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjM5NzgyNTctZDFiOS00NjY5LTliNDctMWRjOTdjZDk4MmUwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX140_CR0,0,140,209_AL_.jpg",2014–2015,"Animation, Drama, Fantasy            ",47 min,8.6,"An adaptation of the last arc in the manga, Mushishi Zoku Shou: Suzu no Shizuku follows Ginko's peculiar journey amidst the occult to unravel the mystery behind the enigmatic girl called Kaya and the mountain that has become her home.",71
Gladiator,https://www.imdb.com/title/tt0172495/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",2000,"Action, Adventure, Drama            ",155 min,8.5,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,72
Parasite,https://www.imdb.com/title/tt6751668/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR0,0,140,209_AL_.jpg",2019,"Drama, Thriller            ",132 min,8.5,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,73
Whiplash,https://www.imdb.com/title/tt2582802/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",2014,"Drama, Music            ",106 min,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,74
Léon: The Professional,https://www.imdb.com/title/tt0110413/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",1994,"Action, Crime, Drama            ",110 min,8.5,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",75
The Lion King,https://www.imdb.com/title/tt0110357/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UY209_CR0,0,140,209_AL_.jpg",1994,"Animation, Adventure, Drama            ",88 min,8.5,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",76
Alien,https://www.imdb.com/title/tt0078748/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",1979,"Horror, Sci-Fi            ",117 min,8.5,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,77
Back to the Future,https://www.imdb.com/title/tt0088763/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",1985,"Adventure, Comedy, Sci-Fi            ",116 min,8.5,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",78
The Prestige,https://www.imdb.com/title/tt0482571/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTM3MzQ5MjQ5OF5BMl5BanBnXkFtZTcwMTQ3NzMzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",2006,"Drama, Mystery, Sci-Fi            ",130 min,8.5,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",79
The Departed,https://www.imdb.com/title/tt0407887/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_UY209_CR0,0,140,209_AL_.jpg",2006,"Crime, Drama, Thriller            ",151 min,8.5,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,80
Django Unchained,https://www.imdb.com/title/tt1853728/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",2012,"Drama, Western            ",165 min,8.5,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",81
The Usual Suspects,https://www.imdb.com/title/tt0114814/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",1995,"Crime, Drama, Mystery            ",106 min,8.5,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,82
The Pianist,https://www.imdb.com/title/tt0253474/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR5,0,140,209_AL_.jpg",2002,"Biography, Drama, Music            ",150 min,8.5,"During the WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",83
American History X,https://www.imdb.com/title/tt0120586/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY209_CR0,0,140,209_AL_.jpg",1998,"Crime, Drama            ",119 min,8.5,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.",84
Casablanca,https://www.imdb.com/title/tt0034583/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX140_CR0,0,140,209_AL_.jpg",1942,"Drama, Romance, War            ",102 min,8.5,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,85
The Intouchables,https://www.imdb.com/title/tt1675434/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg",2011,"Biography, Comedy, Drama            ",112 min,8.5,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",86
Once Upon a Time in the West,https://www.imdb.com/title/tt0064116/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",1968,Western            ,166 min,8.5,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,87
Grave of the Fireflies,https://www.imdb.com/title/tt0095327/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX140_CR0,0,140,209_AL_.jpg",1988,"Animation, Drama, War            ",89 min,8.5,A young boy and his little sister struggle to survive in Japan during World War II.,88
Psycho,https://www.imdb.com/title/tt0054215/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR0,0,140,209_AL_.jpg",1960,"Horror, Mystery, Thriller            ",109 min,8.5,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",89
Rear Window,https://www.imdb.com/title/tt0047396/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",1954,"Mystery, Thriller            ",112 min,8.5,"A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.",90
Cinema Paradiso,https://www.imdb.com/title/tt0095765/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UY209_CR0,0,140,209_AL_.jpg",1988,"Drama, Romance            ",155 min,8.5,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,91
Anne of Green Gables,https://www.imdb.com/title/tt0088727/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjBmYjU2YjQtNjc3NS00NmMzLTk3OWUtNDM0ZDEyOGQ4ZWI0XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UY209_CR1,0,140,209_AL_.jpg",1985,"Drama, Family            ",199 min,8.5,"An orphan girl, sent to an elderly brother and sister by mistake, charms her new home and community with her fiery spirit and imagination.",92
City Lights,https://www.imdb.com/title/tt0021749/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",1931,"Comedy, Drama, Romance            ",87 min,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",93
Modern Times,https://www.imdb.com/title/tt0027977/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BM2VlMjY3N2UtN2ZjNC00MDg4LWI3ZGQtZmE4NjZkZjkwZmYzXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UY209_CR0,0,140,209_AL_.jpg",1936,"Comedy, Drama, Romance            ",87 min,8.5,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,94
Dear Zachary: A Letter to a Son About His Father,https://www.imdb.com/title/tt1152758/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2VhZWQzMWEtNjMyNS00ZDM3LThiMjAtZjA4M2YwOTFkNzc4XkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UY209_CR0,0,140,209_AL_.jpg",2008,"Documentary, Biography, Crime            ",95 min,8.5,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,95
Baraka,https://www.imdb.com/title/tt0103767/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWZiYjE2Y2UtMmQ2My00ZDBjLTk4ZTUtN2FlMzc4OWFiMzdjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",1992,Documentary            ,96 min,8.5,A collection of expertly photographed scenes of human life and religion.,96
Woman in the Dunes,https://www.imdb.com/title/tt0058625/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZjkzN2MxYTMtOTkxYS00OTk5LWE3ZDMtN2RiZjJmOTRkZDUxXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UY209_CR3,0,140,209_AL_.jpg",1964,"Drama, Thriller            ",147 min,8.5,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,97
Senna,https://www.imdb.com/title/tt1424432/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDBjYjc3NGEtODNlMi00Yjk1LTgyMTItZmYxODg4MDUyMmVlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",2010,"Documentary, Biography, Sport            ",106 min,8.5,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",98
The Best of Youth,https://www.imdb.com/title/tt0346336/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjZiNDM3Y2MtNzkxNy00ZTk1LTkyNjEtZDE0YjE2ZGExN2YwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY209_CR3,0,140,209_AL_.jpg",2003,"Drama, Romance            ",366 min,8.5,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,99
The World of Apu,https://www.imdb.com/title/tt0052572/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2ZhM2NkZDUtMTI3OC00NWE5LWEwYzMtZTlhMjhkZGFlMjQyXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX140_CR0,0,140,209_AL_.jpg",1959,Drama            ,105 min,8.5,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.,100
The Hole,https://www.imdb.com/title/tt0054407/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzg1ZWQxZDMtYjBhMC00OTNhLWJiNGYtMGFiNDQ4NzQ4NjVlXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UY209_CR7,0,140,209_AL_.jpg",1960,"Crime, Drama, Thriller            ",131 min,8.5,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,101
The Human Condition I: No Greater Love,https://www.imdb.com/title/tt0053114/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzAyMjI5YTAtMmFkMC00OTc0LWE5OTktZDMwYzM0ZTUyYzY3XkEyXkFqcGdeQXVyNjI2OTgxNzY@._V1_UY209_CR8,0,140,209_AL_.jpg",1959,"Drama, History, War            ",208 min,8.5,"A Japanese pacifist, unable to face the dire consequences of conscientious objection, is transformed by his attempts to compromise with the demands of war-time Japan.",102
The Fifth Seal,https://www.imdb.com/title/tt0075467/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BM2ZmNmViMjMtOTVhZC00MTQwLWFiNTItMTg5OGRhNDJjYTcwXkEyXkFqcGdeQXVyNjM0NzMyNTQ@._V1_UY209_CR3,0,140,209_AL_.jpg",1976,"Drama, War            ",116 min,8.5,"In Budapest in 1944, a watchmaker, a book seller and a carpenter are drinking in a bar with the owner, when they are joined by a stranger. The watchmaker asks a hypothetical question that will change their lives.",103
